species,body_mass_kg,trophic_guild,probability_extinction
Sicista betulina,0,herbivore,0.26
Chalinolobus morio,0,insectivore,0.24
Glyphonycteris sylvestris,0,insectivore,0.24
Mimetillus moloneyi,0,insectivore,0.24
Mus bufo,0,herbivore,0.27
Eptesicus innoxius,0,insectivore,0.36
Lionycteris spurrelli,0,herbivore,0.24
Mus haussa,0,herbivore,0.26
Chalinolobus nigrogriseus,0,insectivore,0.24
Myotis occultus,0,insectivore,0.20
Vampyressa pusilla,0,herbivore,0.43
Rhinonicteris aurantia,0,insectivore,0.23
Monophyllus redmani,0,herbivore,0.24
Chalinolobus dwyeri,0,insectivore,0.37
Rhinolophus sedulus,0,insectivore,0.36
Rhinolophus euryale,0,insectivore,0.35
Arielulus societatis,0,insectivore,0.52
Myotis scotti,0,insectivore,0.47
Pteronotus personatus,0,insectivore,0.24
Myotis hasseltii,0,insectivore,0.21
Mormoops blainvillei,0,insectivore,0.24
Crocidura allex,0,omnivore,0.53
Crocidura nana,0,omnivore,0.44
Myotis yanbarensis,0,insectivore,0.85
Myotis csorbai,0,insectivore,0.40
Myotis alcathoe,0,insectivore,0.39
Myotis annamiticus,0,insectivore,0.39
Myotis gomantongensis,0,insectivore,0.21
Choeroniscus minor,0,herbivore,0.24
Sorex macrodon,0,insectivore,0.54
Crocidura cyanea,0,omnivore,0.27
Rhinolophus robinsoni,0,insectivore,0.35
Glossophaga morenoi,0,herbivore,0.25
Hipposideros cervinus,0,insectivore,0.22
Hipposideros fulvus,0,insectivore,0.24
Myotis laniger,0,insectivore,0.21
Nyctophilus microdon,0,insectivore,0.43
Myotis volans,0,insectivore,0.25
Scotoecus hirundo,0,insectivore,0.24
Glauconycteris superba,0,insectivore,0.25
Glauconycteris alboguttata,0,insectivore,0.24
Glauconycteris egeria,0,insectivore,0.42
Myotis oreias,0,insectivore,0.40
Hipposideros bicolor,0,insectivore,0.24
Dendromus oreas,0,omnivore,0.26
Cryptotis griseoventris,0,carnivore,0.74
Plecotus teneriffae,0,insectivore,0.49
Sorex bairdi,0,insectivore,0.26
Crocidura harenna,0,omnivore,0.93
Cryptotis nigrescens,0,carnivore,0.27
Barbastella barbastellus,0,insectivore,0.36
Reithrodontomys humulis,0,herbivore,0.26
Sorex sonomae,0,insectivore,0.26
Myotis montivagus,0,insectivore,0.22
Rhinolophus thomasi,0,insectivore,0.25
Trinycteris nicefori,0,insectivore,0.24
Sorex samniticus,0,insectivore,0.26
Crocidura paradoxura,0,omnivore,0.26
Glauconycteris machadoi,0,insectivore,0.42
Glauconycteris curryae,0,insectivore,0.42
Sorex sinalis,0,insectivore,0.45
Myotis simus,0,insectivore,0.43
Sorex arcticus,0,insectivore,0.26
Plecotus auritus,0,insectivore,0.19
Rhinolophus paradoxolophus,0,insectivore,0.22
Sorex satunini,0,insectivore,0.26
Crocidura arabica,0,omnivore,0.26
Crocidura muricauda,0,omnivore,0.26
Crocidura indochinensis,0,omnivore,0.26
Myotis capaccinii,0,insectivore,0.47
Scotorepens sanborni,0,insectivore,0.25
Rhinolophus simulator,0,insectivore,0.22
Myotis thysanodes,0,insectivore,0.21
Nyctophilus nebulosus,0,insectivore,0.89
Sorex daphaenodon,0,insectivore,0.25
Eptesicus pachyotis,0,insectivore,0.24
Microgale longicaudata,0,insectivore,0.26
Mops spurrelli,0,insectivore,0.24
Perognathus longimembris,0,herbivore,0.26
Cryptotis peruviensis,0,carnivore,0.44
Cryptotis brachyonyx,0,carnivore,0.44
Cryptotis tamensis,0,carnivore,0.26
Cryptotis colombiana,0,carnivore,0.26
Pipistrellus ceylonicus,0,insectivore,0.24
Nyctophilus heran,0,insectivore,0.43
Cercartetus lepidus,0,herbivore,0.26
Macrophyllum macrophyllum,0,insectivore,0.23
Myotis atacamensis,0,insectivore,0.73
Plecotus taivanus,0,insectivore,0.34
Myotis chiloensis,0,insectivore,0.25
Cryptotis endersi,0,carnivore,0.75
Mormopterus norfolkensis,0,insectivore,0.50
Gerbillus henleyi,0,herbivore,0.26
Crocidura silacea,0,omnivore,0.26
Crocidura crossei,0,omnivore,0.26
Suncus lixus,0,insectivore,0.26
Chodsigoa parca,0,insectivore,0.26
Nyctophilus geoffroyi,0,insectivore,0.24
Nycteris hispida,0,insectivore,0.24
Tylonycteris robustula,0,insectivore,0.23
Emballonura dianae,0,insectivore,0.26
Perognathus flavus,0,herbivore,0.26
Suncus mertensi,0,insectivore,0.74
Sorex asper,0,insectivore,0.25
Myotis bocagii,0,insectivore,0.22
Rhinolophus stheno,0,insectivore,0.24
Eptesicus nasutus,0,insectivore,0.34
Sorex alpinus,0,insectivore,0.39
Saccopteryx bilineata,0,insectivore,0.26
Choeroniscus godmani,0,herbivore,0.24
Sorex fumeus,0,insectivore,0.26
Plecotus sacrimontis,0,insectivore,0.21
Plecotus ognevi,0,insectivore,0.21
Mus baoulei,0,herbivore,0.26
Pipistrellus anchietae,0,insectivore,0.25
Myotis hajastanicus,0,insectivore,0.83
Myotis anjouanensis,0,insectivore,0.39
Myotis hermani,0,insectivore,0.38
Myotis bucharensis,0,insectivore,0.37
Myotis septentrionalis,0,insectivore,0.34
Myotis ater,0,insectivore,0.22
Myotis davidii,0,insectivore,0.22
Myotis nipalensis,0,insectivore,0.21
Myotis melanorhinus,0,insectivore,0.21
Sorex tundrensis,0,insectivore,0.26
Micronycteris schmidtorum,0,insectivore,0.23
Cryptotis nelsoni,0,carnivore,0.93
Cryptotis phillipsii,0,carnivore,0.54
Cryptotis peregrina,0,carnivore,0.44
Cryptotis orophila,0,carnivore,0.44
Cryptotis alticola,0,carnivore,0.44
Cryptotis tropicalis,0,carnivore,0.44
Cryptotis equatoris,0,carnivore,0.26
Dendromus mystacalis,0,omnivore,0.26
Cryptotis merriami,0,carnivore,0.26
Microgale fotsifotsy,0,insectivore,0.25
Eptesicus furinalis,0,insectivore,0.22
Dendromus messorius,0,omnivore,0.26
Micronycteris matses,0,insectivore,0.40
Myotis emarginatus,0,insectivore,0.22
Myotis lucifugus,0,insectivore,0.55
Suncus hosei,0,insectivore,0.45
Myotis daubentonii,0,insectivore,0.20
Chodsigoa sodalis,0,insectivore,0.45
Chodsigoa caovansunga,0,insectivore,0.45
Chodsigoa parva,0,insectivore,0.44
Gracilinanus emiliae,0,omnivore,0.45
Nycteris woodi,0,insectivore,0.24
Mus musculoides,0,herbivore,0.26
Murina huttoni,0,insectivore,0.23
Plecotus kolombatovici,0,insectivore,0.23
Plecotus macrobullaris,0,insectivore,0.22
Episoriculus macrurus,0,insectivore,0.26
Eptesicus bobrinskoi,0,insectivore,0.41
Myotis frater,0,insectivore,0.36
Murina leucogaster,0,insectivore,0.23
Crocidura maxi,0,omnivore,0.27
Coelops frithii,0,insectivore,0.36
Plecotus sardus,0,insectivore,0.45
Plecotus balensis,0,insectivore,0.41
Crocidura canariensis,0,omnivore,0.74
Murina aenea,0,insectivore,0.49
Sorex excelsus,0,insectivore,0.26
Sorex veraepacis,0,insectivore,0.26
Glauconycteris beatrix,0,insectivore,0.25
Hylonycteris underwoodi,0,herbivore,0.24
Molossops aequatorianus,0,insectivore,0.72
Myotis martiniquensis,0,insectivore,0.38
Chaerephon tomensis,0,insectivore,0.70
Laephotis namibensis,0,insectivore,0.24
Molossops mattogrossensis,0,insectivore,0.23
Myotis macrodactylus,0,insectivore,0.22
Pipistrellus nathusii,0,insectivore,0.25
Baiomys taylori,0,herbivore,0.26
Crocidura shantungensis,0,omnivore,0.26
Crocidura aleksandrisi,0,omnivore,0.25
Micronycteris sanborni,0,insectivore,0.24
Crocidura suaveolens,0,omnivore,0.26
Myotis austroriparius,0,insectivore,0.25
Sorex antinorii,0,insectivore,0.27
Sorex bedfordiae,0,insectivore,0.25
Plecotus austriacus,0,insectivore,0.23
Nyctophilus microtis,0,insectivore,0.25
Laephotis botswanae,0,insectivore,0.24
Myotis pruinosus,0,insectivore,0.67
Myotis nattereri,0,insectivore,0.22
Pipistrellus minahassae,0,insectivore,0.43
Sorex maritimensis,0,insectivore,0.26
Scotoecus pallidus,0,insectivore,0.24
Glauconycteris kenyacola,0,insectivore,0.43
Vampyressa thyone,0,herbivore,0.25
Suncus aequatorius,0,insectivore,0.74
Myotis sodalis,0,insectivore,0.35
Nycteris gambiensis,0,insectivore,0.25
Lonchophylla thomasi,0,herbivore,0.24
Pipistrellus rueppellii,0,insectivore,0.24
Myotis formosus,0,insectivore,0.23
Rhinolophus coelophyllus,0,insectivore,0.23
Rhinolophus swinnyi,0,insectivore,0.22
Sylvisorex pluvialis,0,insectivore,0.44
Mus minutoides,0,herbivore,0.26
Dendromus kahuziensis,0,omnivore,0.93
Sorex sclateri,0,insectivore,0.93
Sorex stizodon,0,insectivore,0.93
Cryptotis gracilis,0,carnivore,0.55
Cryptotis magna,0,carnivore,0.54
Crocidura religiosa,0,omnivore,0.44
Cryptotis goodwini,0,carnivore,0.26
Sorex oreopolus,0,insectivore,0.26
Crocidura denti,0,omnivore,0.26
Sorex ventralis,0,insectivore,0.26
Cryptotis mexicana,0,carnivore,0.26
Cryptotis obscura,0,carnivore,0.26
Crocidura jacksoni,0,omnivore,0.26
Sorex emarginatus,0,insectivore,0.25
Micromys minutus,0,herbivore,0.26
Nycteris nana,0,insectivore,0.25
Episoriculus caudatus,0,insectivore,0.27
Episoriculus fumidus,0,insectivore,0.25
Perognathus merriami,0,herbivore,0.27
Hipposideros wollastoni,0,insectivore,0.23
Molossops neglectus,0,insectivore,0.40
Neoromicia brunnea,0,insectivore,0.37
Glauconycteris poensis,0,insectivore,0.25
Hesperoptenus blanfordi,0,insectivore,0.24
Myotis evotis,0,insectivore,0.21
Crocidura sicula,0,omnivore,0.26
Micronycteris minuta,0,insectivore,0.24
Cryptotis goldmani,0,carnivore,0.26
Mesophylla macconnelli,0,herbivore,0.24
Nyctophilus arnhemensis,0,insectivore,0.25
Chodsigoa hypsibia,0,insectivore,0.26
Chodsigoa lamula,0,insectivore,0.26
Scotozous dormeri,0,insectivore,0.23
Pipistrellus collinus,0,insectivore,0.24
Rhinolophus malayanus,0,insectivore,0.24
Murina puta,0,insectivore,0.24
Sorex pacificus,0,insectivore,0.26
Crocidura zarudnyi,0,omnivore,0.25
Cryptotis hondurensis,0,carnivore,0.44
Geogale aurita,0,insectivore,0.26
Hipposideros beatus,0,insectivore,0.24
Laephotis angolensis,0,insectivore,0.43
Pipistrellus cadornae,0,insectivore,0.36
Sorex pribilofensis,0,insectivore,0.75
Sorex kozlovi,0,insectivore,0.44
Sorex cylindricauda,0,insectivore,0.27
Micronycteris brosseti,0,insectivore,0.42
Kerivoula lanosa,0,insectivore,0.22
Mus setzeri,0,herbivore,0.26
Crocidura monticola,0,omnivore,0.26
Crocidura lea,0,omnivore,0.26
Harpiola grisea,0,insectivore,0.41
Peropteryx leucoptera,0,insectivore,0.25
Balantiopteryx plicata,0,insectivore,0.25
Neoromicia matroka,0,insectivore,0.24
Murina fusca,0,insectivore,0.41
Murina hilgendorfi,0,insectivore,0.23
Crocidura crenata,0,omnivore,0.26
Coelops robinsoni,0,insectivore,0.50
Crocidura tarfayensis,0,omnivore,0.44
Kerivoula myrella,0,insectivore,0.40
Crocidura nanilla,0,omnivore,0.26
Crocidura pasha,0,omnivore,0.26
Crocidura elgonius,0,omnivore,0.26
Crocidura watasei,0,omnivore,0.25
Lichonycteris obscura,0,herbivore,0.24
Micronycteris microtis,0,insectivore,0.23
Neoromicia rendalli,0,insectivore,0.25
Micronycteris megalotis,0,insectivore,0.23
Sorex buchariensis,0,insectivore,0.45
Murina tenebrosa,0,insectivore,0.89
Ningaui timealeyi,0,insectivore,0.26
Phoniscus papuensis,0,insectivore,0.22
Sorex cansulus,0,insectivore,0.44
Sorex granarius,0,insectivore,0.26
Emballonura semicaudata,0,insectivore,0.73
Pipistrellus imbricatus,0,insectivore,0.25
Planigale tenuirostris,0,carnivore,0.27
Myotis keenii,0,insectivore,0.21
Rhinolophus keyensis,0,insectivore,0.40
Murina ryukyuana,0,insectivore,0.69
Hipposideros pomona,0,insectivore,0.24
Rhinolophus macrotis,0,insectivore,0.25
Mus indutus,0,herbivore,0.26
Rhinolophus denti,0,insectivore,0.21
Myotis horsfieldii,0,insectivore,0.21
Pipistrellus eisentrauti,0,insectivore,0.35
Laephotis wintoni,0,insectivore,0.24
Pipistrellus crassulus,0,insectivore,0.24
Aselliscus stoliczkanus,0,insectivore,0.24
Vespadelus darlingtoni,0,insectivore,0.24
Rhinolophus virgo,0,insectivore,0.23
Sorex thibetanus,0,insectivore,0.45
Sorex neomexicanus,0,insectivore,0.43
Sorex yukonicus,0,insectivore,0.26
Sorex veraecrucis,0,insectivore,0.26
Sorex orizabae,0,insectivore,0.26
Sorex planiceps,0,insectivore,0.26
Sorex camtschatica,0,insectivore,0.26
Natalus tumidirostris,0,insectivore,0.24
Planigale ingrami,0,carnivore,0.26
Sorex shinto,0,insectivore,0.27
Pipistrellus kuhlii,0,insectivore,0.25
Sorex monticolus,0,insectivore,0.26
Crocidura maquassiensis,0,omnivore,0.26
Eptesicus diminutus,0,insectivore,0.23
Neoromicia capensis,0,insectivore,0.24
Kerivoula flora,0,insectivore,0.50
Pipistrellus maderensis,0,insectivore,0.52
Pipistrellus aero,0,insectivore,0.42
Pipistrellus permixtus,0,insectivore,0.42
Pipistrellus inexspectatus,0,insectivore,0.42
Neoromicia melckorum,0,insectivore,0.42
Pipistrellus hesperidus,0,insectivore,0.23
Myotis findleyi,0,insectivore,0.73
Myotis dominicensis,0,insectivore,0.52
Sorex merriami,0,insectivore,0.26
Sorex vagrans,0,insectivore,0.26
Pipistrellus abramus,0,insectivore,0.24
Chalinolobus picatus,0,insectivore,0.37
Hipposideros ater,0,insectivore,0.25
Molossops temminckii,0,insectivore,0.24
Myotis ikonnikovi,0,insectivore,0.22
Sorex caecutiens,0,insectivore,0.26
Natalus jamaicensis,0,insectivore,0.89
Natalus primus,0,insectivore,0.50
Natalus major,0,insectivore,0.36
Murina ussuriensis,0,insectivore,0.24
Murina aurata,0,insectivore,0.23
Myotis albescens,0,insectivore,0.24
Peropteryx macrotis,0,insectivore,0.25
Sylvisorex camerunensis,0,insectivore,0.54
Myotis oxyotus,0,insectivore,0.26
Crocidura dolichura,0,omnivore,0.27
Crocidura bottegoides,0,omnivore,0.75
Tomopeas ravus,0,insectivore,0.71
Murina rozendaali,0,insectivore,0.50
Emballonura raffrayana,0,insectivore,0.25
Pipistrellus endoi,0,insectivore,0.39
Pipistrellus paterculus,0,insectivore,0.25
Crocidura whitakeri,0,omnivore,0.26
Myotis goudoti,0,insectivore,0.22
Ectophylla alba,0,herbivore,0.39
Myotis riparius,0,insectivore,0.25
Pipistrellus pulveratus,0,insectivore,0.24
Myotis dinellii,0,insectivore,0.23
Chodsigoa salenskii,0,insectivore,0.44
Glauconycteris humeralis,0,insectivore,0.42
Hipposideros jonesi,0,insectivore,0.37
Myotis levis,0,insectivore,0.26
Emballonura serii,0,insectivore,0.53
Natalus espiritosantensis,0,insectivore,0.37
Natalus stramineus,0,insectivore,0.24
Natalus mexicanus,0,insectivore,0.23
Crocidura horsfieldii,0,omnivore,0.44
Crocidura wuchihensis,0,omnivore,0.44
Rhinolophus lepidus,0,insectivore,0.25
Murina tubinaris,0,insectivore,0.41
Kerivoula agnella,0,insectivore,0.40
Kerivoula cuprosa,0,insectivore,0.40
Kerivoula smithii,0,insectivore,0.23
Kerivoula lenis,0,insectivore,0.23
Vespadelus pumilus,0,insectivore,0.24
Myotis yumanensis,0,insectivore,0.26
Suncus megalura,0,insectivore,0.26
Glischropus javanus,0,insectivore,0.43
Myotis planiceps,0,insectivore,0.65
Emballonura monticola,0,insectivore,0.25
Neoromicia tenuipinnis,0,insectivore,0.25
Sorex ornatus,0,insectivore,0.26
Crocidura fuscomurina,0,omnivore,0.27
Cyttarops alecto,0,insectivore,0.25
Myotis keaysi,0,insectivore,0.24
Pipistrellus pipistrellus,0,insectivore,0.24
Myotis brandtii,0,insectivore,0.24
Myotis mystacinus,0,insectivore,0.20
Myotis aurascens,0,insectivore,0.20
Kerivoula muscina,0,insectivore,0.23
Notiosorex evotis,0,insectivore,0.26
Pipistrellus wattsi,0,insectivore,0.25
Pipistrellus papuanus,0,insectivore,0.24
Pipistrellus pygmaeus,0,insectivore,0.24
Balantiopteryx infusca,0,insectivore,0.51
Pteronotus quadridens,0,insectivore,0.24
Emballonura alecto,0,insectivore,0.25
Saccopteryx antioquensis,0,insectivore,0.75
Saccopteryx leptura,0,insectivore,0.26
Myotis leibii,0,insectivore,0.63
Sorex portenkoi,0,insectivore,0.44
Sorex jacksoni,0,insectivore,0.26
Sylvisorex konganensis,0,insectivore,0.45
Crocidura ludia,0,omnivore,0.27
Rhinolophus pusillus,0,insectivore,0.25
Pipistrellus ariel,0,insectivore,0.43
Pipistrellus musciculus,0,insectivore,0.42
Neoromicia guineensis,0,insectivore,0.25
Vespadelus caurinus,0,insectivore,0.25
Vespadelus regulus,0,insectivore,0.25
Nycticeinops schlieffeni,0,insectivore,0.25
Kerivoula eriophora,0,insectivore,0.40
Rhinolophus marshalli,0,insectivore,0.25
Cryptotis mayensis,0,carnivore,0.26
Delanymys brooksi,0,herbivore,0.54
Myotis ruber,0,insectivore,0.38
Suncus varilla,0,insectivore,0.26
Suncus malayanus,0,insectivore,0.26
Crocidura yankariensis,0,omnivore,0.26
Sorex dispar,0,insectivore,0.26
Steatomys parvus,0,herbivore,0.26
Sorex lyelli,0,insectivore,0.25
Vespadelus douglasorum,0,insectivore,0.24
Cryptotis parva,0,carnivore,0.26
Notiosorex villai,0,insectivore,0.55
Notiosorex cockrumi,0,insectivore,0.26
Pipistrellus javanicus,0,insectivore,0.24
Kerivoula africana,0,insectivore,0.67
Myotis ciliolabrum,0,insectivore,0.21
Vespadelus finlaysoni,0,insectivore,0.25
Vespadelus troughtoni,0,insectivore,0.24
Sorex leucogaster,0,insectivore,0.44
Phoniscus atrox,0,insectivore,0.37
Vespadelus baverstocki,0,insectivore,0.25
Myotis muricola,0,insectivore,0.22
Sorex trowbridgii,0,insectivore,0.26
Phoniscus jagorii,0,insectivore,0.24
Sorex cinereus,0,insectivore,0.26
Sorex saussurei,0,insectivore,0.26
Sorex volnuchini,0,insectivore,0.26
Pipistrellus coromandra,0,insectivore,0.25
Rhinolophus hipposideros,0,insectivore,0.21
Rhogeessa tumida,0,insectivore,0.24
Pipistrellus rusticus,0,insectivore,0.25
Kerivoula hardwickii,0,insectivore,0.23
Thyroptera tricolor,0,insectivore,0.25
Scotoecus albofuscus,0,insectivore,0.43
Kerivoula picta,0,insectivore,0.24
Nyctiellus lepidus,0,insectivore,0.23
Glischropus tylopus,0,insectivore,0.25
Nyctophilus walkeri,0,insectivore,0.25
Murina florium,0,insectivore,0.24
Sorex gracillimus,0,insectivore,0.27
Suncus infinitesimus,0,insectivore,0.27
Notiosorex crawfordi,0,insectivore,0.26
Myotis californicus,0,insectivore,0.22
Rhogeessa parvula,0,insectivore,0.25
Myotis fortidens,0,insectivore,0.24
Sorex minutus,0,insectivore,0.26
Sylvisorex howelli,0,insectivore,0.27
Emballonura beccarii,0,insectivore,0.25
Crocidura douceti,0,omnivore,0.26
Hipposideros doriae,0,insectivore,0.36
Myotis nigricans,0,insectivore,0.26
Rhogeessa genowaysi,0,insectivore,0.72
Rhogeessa mira,0,insectivore,0.52
Rhogeessa aeneus,0,insectivore,0.25
Rhogeessa io,0,insectivore,0.24
Rhogeessa hussoni,0,insectivore,0.42
Myotis elegans,0,insectivore,0.25
Pipistrellus adamsi,0,insectivore,0.25
Peropteryx trinitatis,0,insectivore,0.45
Cloeotis percivali,0,insectivore,0.24
Kerivoula pellucida,0,insectivore,0.35
Rhynchonycteris naso,0,insectivore,0.26
Neoromicia zuluensis,0,insectivore,0.25
Tylonycteris pachypus,0,insectivore,0.25
Aselliscus tricuspidatus,0,insectivore,0.23
Sorex milleri,0,insectivore,0.54
Myotis ridleyi,0,insectivore,0.35
Suncus remyi,0,insectivore,0.26
Hipposideros halophyllus,0,insectivore,0.51
Crocidura obscurior,0,omnivore,0.26
Murina suilla,0,insectivore,0.24
Balantiopteryx io,0,insectivore,0.53
Sylvisorex granti,0,insectivore,0.25
Neoromicia nana,0,insectivore,0.25
Hipposideros cineraceus,0,insectivore,0.24
Sorex tenellus,0,insectivore,0.26
Vespadelus vulturnus,0,insectivore,0.25
Rhogeessa minutilla,0,insectivore,0.53
Thyroptera lavali,0,insectivore,0.42
Kerivoula intermedia,0,insectivore,0.36
Chilonatalus tumidifrons,0,insectivore,0.37
Sorex ugyunak,0,insectivore,0.26
Neoromicia helios,0,insectivore,0.44
Myotis nesopolus,0,insectivore,0.25
Neoromicia malagasyensis,0,insectivore,0.53
Microgale parvula,0,insectivore,0.26
Hipposideros pygmaeus,0,insectivore,0.24
Neoromicia somalica,0,insectivore,0.24
Sorex haydeni,0,insectivore,0.26
Crocidura bottegi,0,omnivore,0.45
Sylvisorex vulcanorum,0,insectivore,0.26
Sorex longirostris,0,insectivore,0.26
Pipistrellus tenuis,0,insectivore,0.24
Saccopteryx canescens,0,insectivore,0.25
Microgale pusilla,0,insectivore,0.26
Sorex hoyi,0,insectivore,0.26
Pipistrellus angulatus,0,insectivore,0.25
Pipistrellus westralis,0,insectivore,0.25
Mosia nigrescens,0,insectivore,0.26
Amorphochilus schnablii,0,insectivore,0.52
Kerivoula whiteheadi,0,insectivore,0.23
Myotis rosseti,0,insectivore,0.22
Sorex hosonoi,0,insectivore,0.26
Sylvisorex johnstoni,0,insectivore,0.26
Pipistrellus arabicus,0,insectivore,0.36
Furipterus horrens,0,insectivore,0.24
Sorex preblei,0,insectivore,0.26
Thyroptera discifera,0,insectivore,0.24
Kerivoula phalaena,0,insectivore,0.24
Chilonatalus micropus,0,insectivore,0.52
Myotis siligorensis,0,insectivore,0.23
Sorex arizonae,0,insectivore,0.26
Sorex nanus,0,insectivore,0.26
Pipistrellus nanulus,0,insectivore,0.25
Crocidura planiceps,0,omnivore,0.45
Crocidura lusitania,0,omnivore,0.26
Sorex minutissimus,0,insectivore,0.26
