"Order","Genus_species","lnMass_g","Recoded_Diet","FAD","LAD","FAD_interval","LAD_interval","sources"
"Rodentia","Melanomys caliginosus",3.71357206670431,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Melanomys robustulus",3.97968165390196,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Melanomys zunigae",3.97968165390196,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meliakrouniomys wilsoni",4.504,"herbivore",36.6,36.6,"Eocene","Eocene","lyons"
"Rodentia","Melomys burtoni",4.22683374526818,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Melomys capensis",4.24849524204936,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Melomys cervinipes",4.35670882668959,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Melomys rubicola",4.60517018598809,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meniscomys hippodus",4.246,"herbivore",25,24.4,"Oligocene","Oligocene","lyons"
"Rodentia","Meriones crassus",4.3816515643438,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones crassus",4.3816515643438,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones hurrianae",4.24849524204936,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones libycus",4.51451216807826,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones libycus",4.51451216807826,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones meridianus",4.12874598893943,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones persicus",4.60517018598809,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones rex",4.83031173996497,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones sacramenti",5.29831736654804,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones shawi",4.50645421304893,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones tamariscinus",4.78749174278205,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones tristrami",4.65396035015752,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones unguiculatus",3.9759363311718,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones vinogradovi",5.01063529409626,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Meriones zarudnyi",4.41213140435293,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mesembriomys gouldii",6.57437824726823,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mesembriomys macrurus",5.58724865840025,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mesocricetus auratus",4.65396035015752,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mesocricetus brandti",5.28826703069454,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mesocricetus newtoni",4.5798523780038,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mesogaulus paniensis",6.036632368,"herbivore",22.9,17.375,"Miocene","Miocene","lyons"
"Rodentia","Mesomys hispidus",5.1647916881929,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mesomys leniceps",4.68212196782209,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mesomys stimulax",4.68212196782209,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Metadjidaumo hendryi",2.34,"herbivore",32.9,29.25,"Oligocene","Oligocene","lyons"
"Rodentia","Metanoiamys agorus",2.593,"herbivore",45.45,43.75,"Eocene","Eocene","lyons"
"Rodentia","Metanoiamys fantasma",2.929,"herbivore",41.3,41.3,"Eocene","Eocene","lyons"
"Rodentia","Metanoiamys korthi",2.635,"herbivore",39.75,39.75,"Eocene","Eocene","lyons"
"Rodentia","Metanoiamys lacus",2.096,"herbivore",46.75,42.3,"Eocene","Eocene","lyons"
"Rodentia","Metanoiamys marinus",2.239,"herbivore",41.05,40.35,"Eocene","Eocene","lyons"
"Rodentia","Microcavia australis",5.65634489533133,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microcavia niata",5.54204755147063,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microcavia shiptoni",5.22035041965831,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microdipodops megacephalus",2.34660197841082,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microdipodops pallidus",2.52572864430826,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microeutypomys karenae",2.439,"herbivore",43.3,43.3,"Eocene","Eocene","lyons"
"Rodentia","Microeutypomys tilliei",3.024,"herbivore",42.3,42.3,"Eocene","Eocene","lyons"
"Rodentia","Micromys minutus",1.79175946922805,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microparamys cheradius",3.719,"herbivore",57.25,53.9,"Paleocene","Eocene","lyons"
"Rodentia","Microparamys dubius",2.958,"herbivore",49.25,41.8,"Eocene","Eocene","lyons"
"Rodentia","Microparamys minutus",3.229,"herbivore",50.65,43.75,"Eocene","Eocene","lyons"
"Rodentia","Microparamys nimius",3.348,"herbivore",42.3,42.3,"Eocene","Eocene","lyons"
"Rodentia","Microparamys perfossus",3.93,"herbivore",37.35,37.3,"Eocene","Eocene","lyons"
"Rodentia","Microparamys sambucus",3.628,"herbivore",49.75,49.75,"Eocene","Eocene","lyons"
"Rodentia","Microparamys tricus",3.993,"herbivore",40.5,39.75,"Eocene","Eocene","lyons"
"Rodentia","Microparamys woodi",3.448,"herbivore",43.05,40.75,"Eocene","Eocene","lyons"
"Rodentia","Microryzomys altissimus",2.60268968544438,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microryzomys minutus",2.60268968544438,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microsciurus alfari",4.47163879336357,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microsciurus flaviventer",4.52178857704904,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microsciurus mimulus",4.78749174278205,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microsciurus santanderensis",4.60316818331742,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus agrestis",3.74950407593037,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus arvalis",3.3322045101752,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus cabrerae",3.96081316959758,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus californicus",4.40773987428758,"herbivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Rodentia","Microtus canicaudus",3.34814816057234,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus chrotorrhinus",3.66356164612965,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus daghestanicus",2.56417983068251,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus duodecimcostatus",3.13549421592915,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus fortis",4.14313472639153,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus gregalis",3.8607297110406,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus guatemalensis",3.73766961828337,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus guentheri",3.91202300542815,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus levis",3.61361696961339,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus llanensis",4.3,"herbivore",0.6,0.4,"Pleistocene","Pleistocene","lyons"
"Rodentia","Microtus longicaudus",3.84391545621347,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus majori",2.90142159408275,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus meadensis",4.24,"herbivore",2.15,0.2,"Pleistocene","Pleistocene","lyons"
"Rodentia","Microtus mexicanus",3.55534806148941,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus miurus",3.71357206670431,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus mongolicus",3.31418600467253,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus montanus",3.59250620945635,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus multiplex",3.14272885228833,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus oaxacensis",3.66867674679642,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus ochrogaster",4.36874852434431,"herbivore",2.58,0,"Pleistocene","Holocene","lyons, mom, mom"
"Rodentia","Microtus oeconomus",3.59821596171659,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus oeconomus",3.47258737774883,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus oregoni",3.0130809118886,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus paroperarius",4.0905,"herbivore",1.3,0.2,"Pleistocene","Pleistocene","lyons"
"Rodentia","Microtus pennsylvanicus",4.00756911282942,"herbivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Rodentia","Microtus pinetorum",3.26869403184906,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus quasiater",3.68887945411394,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus richardsoni",4.44265125649032,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus savii",2.99573227355399,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus socialis",3.87120101090789,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus subterraneus",2.9704144655697,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus tatricus",3.68887945411394,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus townsendii",4.17053370057965,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus umbrosus",3.73766961828337,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Microtus xanthognathus",4.82840188061726,"herbivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Rodentia","Mictomys kansasensis",4.399,"herbivore",2.3,0.1,"Pleistocene","Pleistocene","lyons"
"Rodentia","Mictomys meltoni",4.159,"herbivore",0.55,0.2,"Pleistocene","Pleistocene","lyons"
"Rodentia","Mictomys vetus",4.728,"herbivore",3,0.8,"Pliocene","Pleistocene","lyons"
"Rodentia","Migmacastor procumbodens",6.51,"herbivore",22.615,22.615,"Miocene","Miocene","lyons"
"Rodentia","Millardia gleadowi",3.42751468997953,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Millardia kathleenae",4.53259949315326,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Millardia kondana",4.99043258677874,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Millardia meltada",4.24849524204936,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mimomys dakotaensis",4.3015,"herbivore",2.15,2.15,"Pleistocene","Pleistocene","lyons"
"Rodentia","Mimomys panacaensis",4.4585,"herbivore",4.6,4.6,"Pliocene","Pliocene","lyons"
"Rodentia","Mioheteromys amplissimus",3.7165,"herbivore",14.8,11.85,"Miocene","Miocene","lyons"
"Rodentia","Mioheteromys arcarius",2.3,"herbivore",16,15.9,"Miocene","Miocene","lyons"
"Rodentia","Miopetaurista webbi",7.200183586,"herbivore",5.333,1.8,"Pliocene","Pleistocene","supp"
"Rodentia","Miosciurus ballovianus",3.6025,"herbivore",25.615,25.615,"Oligocene","Oligocene","lyons"
"Rodentia","Miosicista angulus",1.692127666,"herbivore",13.1,13.1,"Miocene","Miocene","lyons"
"Rodentia","Miospermophilus bryanti",4.0405,"herbivore",17.375,17.375,"Miocene","Miocene","lyons"
"Rodentia","Miospermophilus lavertyi",4.6685,"herbivore",11.7,11.7,"Miocene","Miocene","lyons"
"Rodentia","Miospermophilus wyomingensis",4.421,"herbivore",22.9,16.9,"Miocene","Miocene","lyons"
"Rodentia","Mojavemys galushai",3.3435,"herbivore",13.1,13.1,"Miocene","Miocene","lyons"
"Rodentia","Mojavemys magnumarcus",4.0285,"herbivore",14.8,14.7,"Miocene","Miocene","lyons"
"Rodentia","Mojavemys wilsoni",3.089,"herbivore",12.5,12.5,"Miocene","Miocene","lyons"
"Rodentia","Monosaulax curtus",5.45757617,"herbivore",16.5,13,"Miocene","Miocene","lyons"
"Rodentia","Monosaulax pansus",6.93,"herbivore",14,11.9,"Miocene","Miocene","lyons"
"Rodentia","Monosaulax progressus",6.06,"herbivore",13.8,13.8,"Miocene","Miocene","lyons"
"Rodentia","Monosaulax skinneri",6.72,"herbivore",16.4,12.3,"Miocene","Miocene","lyons"
"Rodentia","Monosaulax typicus",5.91,"herbivore",14.7,14.7,"Miocene","Miocene","lyons"
"Rodentia","Mookomys altifluminis",2.57,"herbivore",12.95,12.95,"Miocene","Miocene","lyons"
"Rodentia","Mookomys formicarum",2.4725,"herbivore",16.75,14,"Miocene","Miocene","lyons"
"Rodentia","Mookomys subtilis",1.68,"herbivore",17.4,14,"Miocene","Miocene","lyons"
"Rodentia","Mookomys thrinax",2.481,"herbivore",15.85,15.85,"Miocene","Miocene","lyons"
"Rodentia","Muriculus imberbis",2.91777073208428,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus booduga",2.52572864430826,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus bufo",2.21920348405499,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus caroli",2.42036812865043,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus cervicolor",2.87356463957978,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus cookii",3.01881383299731,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus famulus",3.1302631665116,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus indutus",1.81645208181843,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus macedonicus",2.70805020110221,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus mahomet",2.30258509299405,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus minutoides",1.94748034422483,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus musculoides",1.79175946922805,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus musculus",2.84781214347737,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus musculus",2.70805020110221,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus pahari",3.24777421491085,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus phillipsi",2.50959926237837,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus platythrix",3.22684399451738,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus saxicola",3.06339092202781,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus setulosus",2.24070968927596,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus setzeri",1.89461685466776,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus shortridgei",3.54385368206368,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus spicilegus",2.63905732961526,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus spretus",2.54944517092557,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus spretus",2.54944517092557,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus terricolor",2.19722457733622,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mus triton",2.60638654732571,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mylomys dybowskii",4.7397010789457,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myodes californicus",2.90690105984738,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myodes centralis",3.46573590279973,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myodes gapperi",2.9435438418084,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myodes glareolus",3.05400118167797,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myodes rufocanus",3.61091791264422,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myodes rutilus",3.31418600467253,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myodes rutilus",3.36729582998647,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myomyscus verreauxii",3.71357206670431,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myoprocta acouchy",6.77577083939546,"herbivore",2.58,0,"Pleistocene","Holocene","mom, mom"
"Rodentia","Myopus schisticolor",3.2188758248682,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myosciurus pumilio",5.10593941327615,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Myospalax myospalax",5.41610040220442,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mysops fraternus",3.068056481,"omnivore",50.1,50.1,"Eocene","Eocene","lyons"
"Rodentia","Mysops minimus",3.92,"omnivore",46.45,46.45,"Eocene","Eocene","lyons"
"Rodentia","Mysops parvus",3.923,"omnivore",48.1,46.45,"Eocene","Eocene","lyons"
"Rodentia","Mystromys albicaudatus",4.46418249268711,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Mytonomys burkei",7.921,"herbivore",40.75,40.65,"Eocene","Eocene","lyons"
"Rodentia","Mytonomys coelumensis",7.634,"herbivore",40,40,"Eocene","Eocene","lyons"
"Rodentia","Mytonomys mytonensis",7.098,"herbivore",41.15,40.35,"Eocene","Eocene","lyons"
"Rodentia","Mytonomys robustus",7.625,"herbivore",43.3,39.05,"Eocene","Eocene","lyons"
"Rodentia","Mytonomys wortmani",6.708,"herbivore",53.7,53.7,"Eocene","Eocene","lyons"
"Rodentia","Namatomys lloydi",3.23,"herbivore",37.75,34.7,"Eocene","Eocene","lyons"
"Rodentia","Napaeozapus insignis",3.10458667846607,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Neacomys guianae",2.65324196460721,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Neacomys spinosus",2.94443897916644,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Neacomys tenuipes",2.94443897916644,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Neatocastor hesperus",6.943,"herbivore",22.3,21.9,"Miocene","Miocene","lyons"
"Rodentia","Nebraskomys mcgrewi",3.831,"herbivore",3,2.4,"Pliocene","Pleistocene","lyons"
"Rodentia","Nebraskomys rexroadensis",3.955937706,"herbivore",3.5,3.5,"Pliocene","Pliocene","lyons"
"Rodentia","Necromys amoenus",3.36729582998647,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Necromys lactens",3.49347265777133,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Necromys lasiurus",3.68722809136471,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Necromys obscurus",3.70622809244855,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Necromys punctulatus",3.61899332664977,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Necromys temchuki",3.85439389259151,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Necromys urichi",3.52636052461616,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Nectomys rattus",5.51664936086502,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Nectomys squamipes",5.25095318518168,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Nelsonia neotomodon",4.38202663467388,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Neochoerus aesopi",11.612,"herbivore",3.65,0.069,"Pliocene","Pleistocene","lyons"
"Rodentia","Neochoerus pinckneyi",11.1562505210315,"herbivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Rodentia","Neochoerus sulcidens",11.9183905730784,"herbivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Rodentia","Neofiber alleni",5.58349254937614,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Neofiber leonardi",6.71,"herbivore",1.3,0.02987,"Pleistocene","Pleistocene","lyons"
"Rodentia","Neoreomys australis",8.216088099,"herbivore",16.9,16.9,"Miocene","Miocene","lyons"
"Rodentia","Neotoma albigula",5.201,"herbivore",1.294,0.006,"Pleistocene","Holocene","lyons"
"Rodentia","Neotoma angustapalata",5.28827713165362,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Neotoma cinerea",5.64897423131753,"herbivore",3.1,0,"Pliocene","Holocene","lyons, mom"
"Rodentia","Neotoma devia",5.29831736654804,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Rodentia","Neotoma findleyi",5.32,"herbivore",0.069,0.029375,"Pleistocene","Pleistocene","lyons"
"Rodentia","Neotoma floridana",5.56136455488678,"herbivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Rodentia","Neotoma fossilis",5.243,"herbivore",3.4,2.8,"Pliocene","Pliocene","lyons"
"Rodentia","Neotoma fuscipes",5.31817430362156,"herbivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Rodentia","Neotoma goldmani",5.28827713165362,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
